id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_back
202990,en,"“Six women are killed every hour by men around the world, most by men in their own family or their partners.”Big mental aspect of Self Defense is how do you fight someone you’ve grown to love❤️ and care 🥰for deeply? https://t.co/EFYT8V0C74",6,"['Annotator_720', 'Annotator_721', 'Annotator_722', 'Annotator_723', 'Annotator_724', 'Annotator_725']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Chile', 'Italy', 'United Kingdom', 'Hungary']","['YES', 'NO', 'NO', 'YES', 'NO', 'YES']","['REPORTED', '-', '-', 'JUDGEMENTAL', '-', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION']]",TRAIN_EN,"six women are killed every hour by men around the world, most by men in their own family or their partners.big mental aspect of self defense is how do you fight someone youve grown to love and care for deeply?","six women are killed every hour by men from all over the world, most by men from their own family or their partners. Great mental aspect of self-defense is how to fight someone you have grown up to love and care deeply?"
202991,en,@AmyEBurdett1 That’s a lot of fancy words just to say “women are things”,6,"['Annotator_409', 'Annotator_410', 'Annotator_411', 'Annotator_412', 'Annotator_413', 'Annotator_414']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Doctorate', 'High school degree or equivalent']","['Estonia', 'Romania', 'Slovenia', 'Greece', 'Spain', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', 'DIRECT']","[['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['OBJECTIFICATION'], ['OBJECTIFICATION'], ['OBJECTIFICATION'], ['OBJECTIFICATION']]",TRAIN_EN,thats a lot of fancy words just to say women are things,That's a lot of fancy words just to say that women are things.
202992,en,@btslysy7 @starstruckfae My women are fighting. What should I dooooo... https://t.co/ARdpQPFMKZ,6,"['Annotator_611', 'Annotator_612', 'Annotator_613', 'Annotator_614', 'Annotator_615', 'Annotator_616']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Slovenia', 'Czech Republic', 'South Africa', 'United Kingdom', 'Greece']","['YES', 'NO', 'YES', 'YES', 'NO', 'YES']","['DIRECT', '-', 'DIRECT', 'REPORTED', '-', 'DIRECT']","[['STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,my women are fighting. what should i dooooo...,My women are fighting. What should I do?
202993,en,"@SkiptomyLoulou I cannot begin to guess Lou , after the last 24 hrs. I WOULD have thought tomorrow ? However, I sincerely believe that women are more in danger from this govt than any time I can remember (I’m nearly 63). It’s is “seeping” thro daily interactions. I feel afraid and very, angry 😡",6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'NO', 'YES', 'NO', 'YES']","['REPORTED', '-', '-', 'JUDGEMENTAL', '-', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,"i cannot begin to guess lou , after the last 24 hrs. i would have thought tomorrow ? however, i sincerely believe that women are more in danger from this govt than any time i can remember im nearly 63. its is seeping thro daily interactions. i feel afraid and very, angry","I can't start guessing lou, after the last 24 hours. would I have thought tomorrow? however, honestly I think women are more in danger from this government than any moment I can remember im almost 63. its is throing three daily interactions. I feel scared and very, very angry"
202994,en,@SydDivineTarot Fake news!!! Aquarius men and women are the worst I’ve ever met,6,"['Annotator_484', 'Annotator_485', 'Annotator_486', 'Annotator_487', 'Annotator_488', 'Annotator_489']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Poland', 'Greece', 'South Africa', 'Poland', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","['-', '-', '-', '-', 'REPORTED', '-']","[['-'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,fake news!!! aquarius men and women are the worst ive ever met,fake news!!! Aquarius men and women are the worst I've ever met
202995,en,@Orbital7705 confirmed that orbital believes all women are creatures of the depths,6,"['Annotator_549', 'Annotator_550', 'Annotator_551', 'Annotator_552', 'Annotator_553', 'Annotator_554']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian', 'Black or African American']","['Bachelor’s degree', 'other', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Poland', 'Italy', 'United Kingdom', 'South Africa']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', '-', 'DIRECT', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,confirmed that orbital believes all women are creatures of the depths,confirmed that orbital believes that all women are creatures of the deep
202996,en,@EthicalNz @stevestales @cassieroma @Alisonmau Any number above 0 is shocking.Refuse to accept that there is any area in NZ where women are not interested and could not meet the standard.My last brigade runs around 40-60%...,6,"['Annotator_645', 'Annotator_646', 'Annotator_647', 'Annotator_648', 'Annotator_649', 'Annotator_650']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Portugal', 'United States', 'Portugal', 'South Africa', 'Israel', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'REPORTED', 'JUDGEMENTAL', 'DIRECT', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,any number above 0 is shocking.refuse to accept that there is any area in nz where women are not interested and could not meet the standard.my last brigade runs around 4060...,Any number above 0 is shocking.To refuse to accept that there is any area in nz where women are not interested and could not meet the standard.My last brigade runs around 4060...
202997,en,@DcCrasherLGBTQ but why do you think trans women are targeted though. with transphobia enacted on transfems its bc the oppressors see a desire for femininity as wrong and predatory so its on the basis of womanhood and transness. while transmascs are targeted bc of their transness only,6,"['Annotator_420', 'Annotator_296', 'Annotator_421', 'Annotator_422', 'Annotator_423', 'Annotator_424']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree']","['Poland', 'Portugal', 'Portugal', 'Italy', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', '-', 'JUDGEMENTAL', 'REPORTED', 'JUDGEMENTAL']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,but why do you think trans women are targeted though. with transphobia enacted on transfems its bc the oppressors see a desire for femininity as wrong and predatory so its on the basis of womanhood and transness. while transmascs are targeted bc of their transness only,But why do you think trans women are the target of transphobia enacted in transfems their cc oppressors see a desire for femininity as incorrect and predatory so it is based on women and transfems. while transfemcs are the target of their transfem
202998,en,@afraidleftist @KatyMontgomerie @RichardDawkins I'm not saying trans women are predators. I'm saying that some men are predators and use the system to gain access to women and it's not possible to tell the difference. Female only spaces were created to protect women &amp; girls from men for a reason.,6,"['Annotator_265', 'Annotator_709', 'Annotator_710', 'Annotator_711', 'Annotator_712', 'Annotator_713']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'South Africa', 'Poland', 'South Africa', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","['DIRECT', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_EN,im not saying trans women are predators. im saying that some men are predators and use the system to gain access to women and its not possible to tell the difference. female only spaces were created to protect women amp girls from men for a reason.,I am not saying that trans women are predatory. I am saying that some men are predators and use the system to gain access to women and it is not possible to distinguish the difference. female spaces were only created to protect women girls from men for a reason.
202999,en,"People who think that women are high maintenance, emotional, and irrational have never planned a hunting trip with five men.",6,"['Annotator_415', 'Annotator_416', 'Annotator_417', 'Annotator_418', 'Annotator_340', 'Annotator_419']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Slovenia', 'Netherlands', 'United Kingdom', 'South Africa', 'Venezuela', 'United Kingdom']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']","['-', 'JUDGEMENTAL', 'JUDGEMENTAL', '-', 'DIRECT', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,"people who think that women are high maintenance, emotional, and irrational have never planned a hunting trip with five men.","people who think women are high maintenance, emotional and irrational have never planned a hunting trip with five men."
203000,en,GOP are berating POTUS Biden for “leaving women in Afghanistan” to be oppressed &amp; are outraged that Afghan women are being pushed &amp; hit in the street by the Taliban.Where was their outrage when women who were in the group protesting in D.C.  were tear gassed on Trump’s order?,6,"['Annotator_549', 'Annotator_550', 'Annotator_551', 'Annotator_552', 'Annotator_553', 'Annotator_554']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian', 'Black or African American']","['Bachelor’s degree', 'other', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['South Africa', 'South Africa', 'Poland', 'Italy', 'United Kingdom', 'South Africa']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']","['-', 'REPORTED', 'REPORTED', 'REPORTED', '-', 'DIRECT']","[['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_EN,gop are berating potus biden for leaving women in afghanistan to be oppressed amp are outraged that afghan women are being pushed amp hit in the street by the taliban.where was their outrage when women who were in the group protesting in d.c. were tear gassed on trumps order?,gop are criticizing potus biden for leaving women in Afghanistan to be oppressed amp are outraged that Afghan women are being pushed amp beaten in the street by the Taliban.Where was their outrage when the women who were in the group protesting in d.c. were gassed in triumphal order?
203001,en,The Good Girl Trope - Why Women Can't Win https://t.co/S9CgU2RGd4 via @YouTube,6,"['Annotator_555', 'Annotator_556', 'Annotator_557', 'Annotator_558', 'Annotator_559', 'Annotator_560']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Slovenia', 'Poland', 'Portugal', 'Poland', 'South Africa']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']","['REPORTED', '-', 'DIRECT', 'JUDGEMENTAL', '-', '-']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-']]",TRAIN_EN,the good girl trope why women cant win via,The good girl stumbles why women can't win through
203002,en,"#ReaTsotellaWednesdayHe only wanted citizenship this Hassan. SA women can't learn, R1000.00 its enough https://t.co/enfZesYuFe",6,"['Annotator_555', 'Annotator_556', 'Annotator_557', 'Annotator_558', 'Annotator_559', 'Annotator_560']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Slovenia', 'Poland', 'Portugal', 'Poland', 'South Africa']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","['DIRECT', '-', 'JUDGEMENTAL', '-', 'REPORTED', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['OBJECTIFICATION']]",TRAIN_EN,"reatsotellawednesdayhe only wanted citizenship this hassan. sa women cant learn, r1000.00 its enough","reatsotellawednesday he just wanted citizenship this hassan. as women cannot learn, r1000.00 is enough"
203003,en,"@donwinslow I guess the US is going backwards 👇 I guess the Republican Party think WOMEN can’t think for themselves a MAN has to control them 🤷‍♀️ Well, they should just come out and say it 😐 all a woman is good for is kitchen &amp; bedroom 😐 1950’s bullshit!",6,"['Annotator_490', 'Annotator_491', 'Annotator_492', 'Annotator_493', 'Annotator_494', 'Annotator_495']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Portugal', 'Germany', 'United Kingdom', 'Russian Federation']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['REPORTED', 'REPORTED', '-', 'REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,"i guess the us is going backwards i guess the republican party think women cant think for themselves a man has to control them well, they should just come out and say it all a woman is good for is kitchen amp bedroom 1950s bullshit!","I guess we're going back I guess the Republican party thinks that women can't think for themselves a man has to control them well, they just have to go out and say that all a woman is good for is kitchen amp bedroom 1950 shit!"
203004,en,Like women can’t win either way https://t.co/TCbyuUmEAG,6,"['Annotator_502', 'Annotator_503', 'Annotator_504', 'Annotator_505', 'Annotator_506', 'Annotator_507']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree']","['Portugal', 'South Africa', 'Portugal', 'Slovenia', 'New Zealand', 'United Kingdom']","['NO', 'YES', 'YES', 'YES', 'NO', 'NO']","['-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'REPORTED', '-', '-']","[['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_EN,like women cant win either way,How women can't win in any way
203005,en,"@OliverAshKleine I don’t mean to say cis women can’t have insightful thoughts about masculinity/manhood, but they’ll probably have a different view than a cis man. When I see pieces about trans men and the only cis voices are women, I’m suspicious about how well trans manhood will be handled.",6,"['Annotator_567', 'Annotator_568', 'Annotator_569', 'Annotator_570', 'Annotator_190', 'Annotator_571']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Poland', 'Portugal', 'Mexico', 'Canada', 'South Africa']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']","['-', '-', 'DIRECT', '-', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_EN,"i dont mean to say cis women cant have insightful thoughts about masculinitymanhood, but theyll probably have a different view than a cis man. when i see pieces about trans men and the only cis voices are women, im suspicious about how well trans manhood will be handled.","I don't mean that cis women can't have insightful thoughts about masculinity, but they'll probably have a different view than a cis man.When I see pieces about trans men and the only cis voices are women, I'm suspicious of how well trans masculinity will be handled."
203006,en,This is why women can’t “flag down a bus” if we need help fyi! https://t.co/GYoh9Og6n2,6,"['Annotator_385', 'Annotator_657', 'Annotator_658', 'Annotator_659', 'Annotator_660', 'Annotator_661']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'other']","['Mexico', 'United Kingdom', 'Poland', 'Poland', 'South Africa', 'Australia']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'REPORTED', 'DIRECT', 'DIRECT', 'DIRECT', 'REPORTED']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_EN,this is why women cant flag down a bus if we need help fyi!,That's why women can't dial a bus if we need help!
203007,en,"@datha29 @cmkahlon @Singh6Banarasi @ndtv Again another article blown out of proportion and twisted by Indians, he was referring to and explaining pardaah which is an Islamic rule to protect women. Even librel women can't deny this Islamic law",6,"['Annotator_572', 'Annotator_573', 'Annotator_574', 'Annotator_575', 'Annotator_576', 'Annotator_577']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Multiracial']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'Hungary', 'Spain', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","['-', '-', '-', '-', 'JUDGEMENTAL', 'DIRECT']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,"again another article blown out of proportion and twisted by indians, he was referring to and explaining pardaah which is an islamic rule to protect women. even librel women cant deny this islamic law","Again another article blown out of proportion and twisted by the Indians, was referring and explaining that it is an Islamic rule to protect women. Even libertarian women cannot deny this Islamic law."
203008,en,This is just so sad. Women can’t be guaranteed safety from anyone! It’s usually those closest to us. God rest her soul. 🕊😔 https://t.co/VrGIEoNnVt,6,"['Annotator_525', 'Annotator_526', 'Annotator_527', 'Annotator_528', 'Annotator_529', 'Annotator_530']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Poland', 'United Kingdom', 'Portugal', 'Greece', 'Israel', 'United Kingdom']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']","['REPORTED', 'REPORTED', '-', 'JUDGEMENTAL', '-', 'REPORTED']","[['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE']]",TRAIN_EN,this is just so sad. women cant be guaranteed safety from anyone! its usually those closest to us. god rest her soul.,This is so sad. Women cannot be guaranteed the safety of anyone! it is usually the closest to us. God rest his soul.
203009,en,"@UteChap ""women can't drive stick""???  Them's fighting words. 😂Currently shopping for a 2nd car &amp; one of my requirements is that it is a manual.",6,"['Annotator_531', 'Annotator_532', 'Annotator_533', 'Annotator_534', 'Annotator_535', 'Annotator_536']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Hungary', 'Poland', 'Viet Nam', 'Australia', 'United Kingdom']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","['-', 'JUDGEMENTAL', 'REPORTED', 'REPORTED', 'DIRECT', '-']","[['-'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_EN,women cant drive stick??? thems fighting words. currently shopping for a 2nd car amp one of my requirements is that it is a manual.,Women can't drive stick??? less words of struggle. currently buying a second car amp one of my requirements is that it is a manual.
203010,en,@tielarr ‘Cause it’s good! I kept seeing pple talk about they giving a bad image and I disagree. I hate when pple act like black women can’t have drama at all. It’s giving entertaining women AND successful women 🤌🏾,6,"['Annotator_720', 'Annotator_721', 'Annotator_722', 'Annotator_723', 'Annotator_724', 'Annotator_725']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Chile', 'Italy', 'United Kingdom', 'Hungary']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","['-', 'JUDGEMENTAL', '-', 'REPORTED', 'DIRECT', 'DIRECT']","[['-'], ['OBJECTIFICATION'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION']]",TRAIN_EN,cause its good! i kept seeing pple talk about they giving a bad image and i disagree. i hate when pple act like black women cant have drama at all. its giving entertaining women and successful women,Because it's good! I kept watching pple talk about giving a bad image and I disagree. I hate it when pple act like black women can't have drama at all. their giving entertaining women and successful women
